29.8827,21.6744
37.7332,22.819
30.3867,15.5011
34.0838,13.99
35.5674,11.288
30.1481,10.4979
34.9137,11.9829
36.946,10.5476
41.3267,10.9279
29.4212,7.83851
34.7544,7.45571
30.2753,6.21441
31.5381,6.64017
34.8145,5.75969
30.3646,5.53732
33.8196,5.37393
30.7218,5.04583
31.6526,4.99215
34.4347,4.81047
31.9921,4.70132
32.5304,4.6192
30.7523,4.38247
39.7227,4.4481
34.158,4.13721
31.7986,4.03645
33.1932,4.11796
30.877,4.17771
27.8861,4.1206
32.1813,4.2011
33.671,4.04338
41.3086,4.13741
39.376,4.13961
31.6303,4.29032
33.6432,4.07847
34.1147,4.24079
32.0993,4.1485
31.3707,4.02206
32.0252,3.89496
31.5077,3.84981
33.1123,4.04028
31.6789,4.08912
14.7756,20.6998
11.5538,16.8593
10.09,16.8914
9.76639,20.0362
11.4776,18.2611
7.7783,16.5366
7.51921,18.812
7.33687,16.2489
7.43687,18.1489
6.91931,16.0917
7.10003,16.0248
7.09955,16.3151
6.83345,16.5552
6.7703,16.694
6.4512,18.4232
6.56089,16.2271
6.57623,17.3821
5.97056,16.3328
6.21536,16.1934
6.25879,15.0754
6.28989,14.5663
6.17235,16.477
6.52891,15.4723
6.17498,15.271
6.06609,15.5321
6.61715,15.1267
5.99575,15.3845
6.29667,15.4836
6.41088,18.0158
6.06407,16.1892
6.15152,15.7156
6.25967,14.7163
6.42687,17.4505
6.56518,17.9162
6.26865,17.3445
6.17911,15.3662
