23.9437,23.2464
22.203,22.6648
23.7989,30.1141
22.9016,28.9182
26.3704,30.8394
10.4191,17.1596
8.29775,16.552
7.64139,15.8751
6.77932,16.698
6.43241,14.4913
6.28916,15.3695
5.89684,16.7782
5.82387,15.7334
5.77561,17.024
5.68588,18.2429
5.51136,16.9024
5.20359,18.0282
5.25866,18.3498
5.33631,15.8284
5.53335,18.005
5.40385,16.5136
5.55048,17.0198
5.0352,18.2096
5.30836,17.2688
5.26655,18.6086
4.86075,16.5455
4.93189,18.9268
5.01002,20.3513
5.46195,19.3478
5.20742,19.9896
4.8958,18.9676
5.41005,19.2099
5.61947,15.5636
5.00852,23.85
5.03316,19.4845
5.34212,19.9541
5.21279,18.6942
4.89862,17.7439
5.23266,17.7312
5.19186,20.3564
